        soln	      dist_x	        time	          pH	          pe	        C(4)	        N(3)	       Fe(2)	       Fe(3)	       Mn(2)	        S(6)	           P	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
         139	    -13.8952	        1460	     12.0232	    -12.4518	 5.7289e-026	 0.0000e+000	 1.6021e-002	 5.0042e-004	 0.0000e+000	 4.2177e-030	 9.1191e-005	 9.5570e-005	 2.6547e-004	 1.0619e-004	 6.1002e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         140	    -13.9959	        1460	     12.0431	    -12.4995	 3.1083e-026	 0.0000e+000	 1.6663e-002	 5.3501e-004	 0.0000e+000	 2.8187e-030	 9.1159e-005	 9.5570e-005	 2.6547e-004	 1.0619e-004	 5.0370e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         141	    -14.0965	        1460	     12.0634	    -12.5461	 1.9694e-026	 0.0000e+000	 1.7349e-002	 5.7533e-004	 0.0000e+000	 1.9197e-030	 9.1141e-005	 9.5570e-005	 2.6547e-004	 1.0619e-004	 4.7206e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         142	    -14.1972	        1460	     12.0841	    -12.5923	 1.3821e-026	 0.0000e+000	 1.8084e-002	 6.2217e-004	 0.0000e+000	 1.2741e-030	 9.1141e-005	 9.5570e-005	 2.6547e-004	 1.0619e-004	 4.8052e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         143	    -14.2979	        1460	     12.1049	    -12.6375	 8.4283e-027	 0.0000e+000	 1.8872e-002	 6.7584e-004	 0.0000e+000	 8.8266e-031	 9.1160e-005	 9.5569e-005	 2.6547e-004	 1.0619e-004	 4.1573e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         144	    -14.3986	        1460	     12.1255	    -12.6808	 4.5676e-027	 0.0000e+000	 1.9717e-002	 7.3639e-004	 0.0000e+000	 7.1777e-031	 9.1198e-005	 9.5569e-005	 2.6547e-004	 1.0619e-004	 3.1033e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         145	    -14.4993	        1460	     12.1466	    -12.7241	 3.7764e-027	 0.0000e+000	 2.0621e-002	 8.0589e-004	 0.0000e+000	 5.5499e-031	 9.1263e-005	 9.5569e-005	 2.6547e-004	 1.0619e-004	 3.4940e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         146	       -14.6	        1460	     12.1698	    -12.7716	 3.6053e-027	 0.0000e+000	 2.1584e-002	 8.8963e-004	 0.0000e+000	 2.2531e-031	 9.1349e-005	 9.5569e-005	 2.6547e-004	 1.0619e-004	 4.6739e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	


           1	           0	        1825	     10.6073	    -7.63688	 1.0036e-005	 0.0000e+000	 6.2937e-003	 5.4380e-004	 1.3674e-004	 4.9385e-004	 9.0286e-005	 2.2695e-004	 4.0757e-003	 1.3731e-003	 1.0036e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.6046e-021	 8.9490e-004	 1.2098e-005	 5.9364e-006	
           2	    -0.10069	        1825	     10.6068	    -7.63622	 1.0037e-005	 0.0000e+000	 6.2995e-003	 5.4345e-004	 1.3233e-004	 4.9372e-004	 9.0299e-005	 2.2612e-004	 4.0759e-003	 1.3732e-003	 1.0037e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.6619e-021	 8.9579e-004	 1.2163e-005	 5.9701e-006	
           3	   -0.201379	        1825	     10.6059	    -7.63518	 1.0031e-005	 0.0000e+000	 6.3017e-003	 5.4160e-004	 1.2775e-004	 4.9296e-004	 9.0240e-005	 2.2502e-004	 4.0759e-003	 1.3732e-003	 1.0031e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.7413e-021	 8.9696e-004	 1.2253e-005	 6.0179e-006	
           4	   -0.302069	        1825	     10.5432	    -7.56628	 1.0052e-005	 0.0000e+000	 6.4597e-003	 4.0363e-004	 1.2337e-004	 4.9181e-004	 9.0427e-005	 2.1212e-004	 4.4762e-003	 1.5072e-003	 1.0052e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0495e-020	 1.0213e-003	 1.7983e-005	 9.0639e-006	
           5	   -0.402759	        1825	     10.5634	    -7.59031	 1.0047e-005	 0.0000e+000	 6.4272e-003	 4.3749e-004	 1.1869e-004	 4.9119e-004	 9.0380e-005	 2.1321e-004	 4.4599e-003	 1.5008e-003	 1.0047e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 8.8433e-021	 1.0141e-003	 1.7079e-005	 8.5511e-006	
           6	   -0.503448	        1825	     10.5628	    -7.58954	 1.0048e-005	 0.0000e+000	 6.4326e-003	 4.3700e-004	 1.1406e-004	 4.9083e-004	 9.0384e-005	 2.1236e-004	 4.4598e-003	 1.5008e-003	 1.0048e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 8.9437e-021	 1.0150e-003	 1.7178e-005	 8.6031e-006	
           7	   -0.604138	        1825	     10.5623	    -7.58895	 1.0049e-005	 0.0000e+000	 6.4383e-003	 4.3681e-004	 1.0933e-004	 4.9025e-004	 9.0393e-005	 2.1154e-004	 4.4597e-003	 1.5008e-003	 1.0049e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 9.0373e-021	 1.0158e-003	 1.7271e-005	 8.6515e-006	
           8	   -0.704828	        1825	     10.5568	    -7.58204	 1.0054e-005	 0.0000e+000	 6.4534e-003	 4.2992e-004	 1.0458e-004	 4.8980e-004	 9.0437e-005	 2.1083e-004	 4.4405e-003	 1.4948e-003	 1.0054e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 9.5181e-021	 1.0120e-003	 1.7360e-005	 8.7107e-006	
           9	   -0.805517	        1825	     6.86489	     11.9514	 1.0056e-005	 6.5658e-014	 5.2751e-010	 6.8873e-003	 1.0066e-004	 4.9385e-004	 9.0445e-005	 1.3290e-005	 3.5998e-005	 1.1142e-005	 1.0056e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.4975e-005	 1.2096e-003	 4.4220e-003	 1.4924e-003	
          10	   -0.906207	        1825	     6.86082	     12.0101	 1.0058e-005	 5.3754e-014	 4.7194e-010	 6.8935e-003	 9.5608e-005	 4.9476e-004	 9.0462e-005	 1.2656e-005	 3.4273e-005	 1.0599e-005	 1.0058e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.6483e-005	 1.2103e-003	 4.4238e-003	 1.4931e-003	
          11	     -1.0069	        1825	     6.85687	     12.0503	 1.0060e-005	 4.8790e-014	 4.4022e-010	 6.9005e-003	 9.0168e-005	 4.9455e-004	 9.0480e-005	 1.1967e-005	 3.2405e-005	 1.0012e-005	 1.0060e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.8261e-005	 1.2111e-003	 4.4259e-003	 1.4937e-003	
          12	    -1.10759	        1825	     6.85303	     12.0899	 1.0063e-005	 4.4840e-014	 4.1105e-010	 6.9082e-003	 8.4443e-005	 4.9366e-004	 9.0500e-005	 1.1240e-005	 3.0432e-005	 9.3924e-006	 1.0063e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 2.0355e-005	 1.2119e-003	 4.4279e-003	 1.4944e-003	
          13	    -1.20828	        1825	     6.84929	     12.1464	 1.0065e-005	 3.8661e-014	 3.6885e-010	 6.9167e-003	 7.8293e-005	 4.9168e-004	 9.0519e-005	 1.0453e-005	 2.8303e-005	 8.7250e-006	 1.0065e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 2.2898e-005	 1.2128e-003	 4.4302e-003	 1.4952e-003	
          14	    -1.30897	        1825	     10.5525	    -7.57676	 1.0068e-005	 0.0000e+000	 6.4995e-003	 4.2711e-004	 7.1086e-005	 4.8768e-004	 9.0543e-005	 2.0509e-004	 4.4405e-003	 1.4949e-003	 1.0068e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0316e-020	 1.0182e-003	 1.8079e-005	 9.0871e-006	
          15	    -1.40965	        1825	      10.552	    -7.57618	 1.0071e-005	 0.0000e+000	 6.5081e-003	 4.2714e-004	 6.4585e-005	 4.8680e-004	 9.0562e-005	 2.0404e-004	 4.4406e-003	 1.4949e-003	 1.0071e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0453e-020	 1.0194e-003	 1.8205e-005	 9.1529e-006	
          16	    -1.51034	        1825	     10.5511	     -7.5749	 1.0073e-005	 0.0000e+000	 6.5174e-003	 4.2624e-004	 5.7996e-005	 4.8715e-004	 9.0581e-005	 2.0285e-004	 4.4405e-003	 1.4949e-003	 1.0073e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.0629e-020	 1.0206e-003	 1.8364e-005	 9.2366e-006	
          17	    -1.61103	        1825	     6.85702	     13.6986	 1.0075e-005	 6.3665e-018	 9.9327e-012	 6.9511e-003	 5.1860e-005	 4.8964e-004	 9.0595e-005	 6.9976e-006	 1.9006e-005	 5.8494e-006	 1.0075e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 3.4930e-005	 1.2165e-003	 4.4399e-003	 1.4983e-003	
          18	    -1.71172	        1825	     6.85697	     13.7154	 1.0077e-005	 4.1665e-018	 9.5663e-012	 6.9601e-003	 4.4805e-005	 4.8998e-004	 9.0612e-005	 6.0735e-006	 1.6505e-005	 5.0768e-006	 1.0077e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.0943e-005	 1.2175e-003	 4.4424e-003	 1.4991e-003	
          19	    -1.81241	        1825	     6.85763	     13.7303	 1.0080e-005	 3.3402e-018	 9.2170e-012	 6.9702e-003	 3.7130e-005	 4.8854e-004	 9.0630e-005	 5.0615e-006	 1.3765e-005	 4.2313e-006	 1.0080e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.9528e-005	 1.2186e-003	 4.4452e-003	 1.5000e-003	
          20	     -1.9131	        1825	     10.5484	     -7.5716	 1.0082e-005	 0.0000e+000	 6.5567e-003	 4.2531e-004	 2.8677e-005	 4.8529e-004	 9.0652e-005	 1.9791e-004	 4.4400e-003	 1.4947e-003	 1.0083e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1312e-020	 1.0258e-003	 1.8994e-005	 9.5646e-006	
          21	    -2.01379	        1825	     10.5478	    -7.57084	 1.0085e-005	 0.0000e+000	 6.5677e-003	 4.2525e-004	 2.0368e-005	 4.8468e-004	 9.0669e-005	 1.9652e-004	 4.4399e-003	 1.4947e-003	 1.0085e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1503e-020	 1.0272e-003	 1.9172e-005	 9.6570e-006	
          22	    -2.11448	        1825	     6.87153	     13.7728	 1.0086e-005	 2.2066e-018	 7.7466e-012	 7.0040e-003	 1.1461e-005	 4.8641e-004	 9.0680e-005	 1.6149e-006	 4.4108e-006	 1.3556e-006	 1.0086e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.2409e-004	 1.2221e-003	 4.4546e-003	 1.5030e-003	
          23	    -2.21517	        1825	     6.89622	     13.7856	 1.0088e-005	 1.8478e-018	 6.5388e-012	 7.0169e-003	 1.8195e-010	 4.8656e-004	 9.0696e-005	 2.8070e-011	 7.7028e-011	 2.3748e-011	 1.0088e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.6699e-004	 1.2238e-003	 4.4590e-003	 1.5044e-003	
          24	    -2.31586	        1825	     6.89639	     13.7859	 1.0091e-005	 1.8431e-018	 6.5300e-012	 7.0194e-003	 1.3543e-011	 4.8530e-004	 9.0713e-005	 2.7792e-012	 7.6269e-012	 2.3511e-012	 1.0091e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.7155e-004	 1.2238e-003	 4.4590e-003	 1.5044e-003	
          25	    -2.41655	        1825	     10.5465	    -7.56915	 1.0094e-005	 0.0000e+000	 6.5973e-003	 4.2557e-004	 4.7264e-007	 4.8258e-004	 9.0736e-005	 1.9339e-004	 4.4394e-003	 1.4945e-003	 1.0094e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1974e-020	 1.0304e-003	 1.9584e-005	 9.8705e-006	
          26	    -2.51724	        1825	     10.5468	     -7.5696	 1.0096e-005	 0.0000e+000	 6.5999e-003	 4.2637e-004	 3.4604e-007	 4.8159e-004	 9.0754e-005	 1.9355e-004	 4.4393e-003	 1.4945e-003	 1.0096e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1954e-020	 1.0303e-003	 1.9556e-005	 9.8542e-006	
          27	    -2.61793	        1825	     6.89696	      13.786	 1.0098e-005	 1.8413e-018	 6.5149e-012	 7.0291e-003	 9.8729e-011	 4.8232e-004	 9.0766e-005	 1.5592e-011	 4.2789e-011	 1.3189e-011	 1.0098e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.7106e-004	 1.2238e-003	 4.4588e-003	 1.5044e-003	
          28	    -2.71862	        1825	     6.89702	     13.7858	 1.0100e-005	 1.8436e-018	 6.5185e-012	 7.0328e-003	 3.2605e-011	 4.8191e-004	 9.0786e-005	 5.6497e-012	 1.5504e-011	 4.7788e-012	 1.0100e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.7330e-004	 1.2238e-003	 4.4586e-003	 1.5043e-003	
          29	    -2.81931	        1825	     10.5462	    -7.57345	 1.0099e-005	 0.0000e+000	 6.6279e-003	 4.0683e-004	 1.6416e-008	 4.8038e-004	 9.0771e-005	 1.8711e-004	 4.7417e-003	 1.5930e-003	 1.0099e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.2484e-020	 1.1168e-003	 2.3317e-005	 1.1787e-005	
          30	       -2.92	        1825	     10.5469	    -7.57444	 1.0101e-005	 0.0000e+000	 6.6313e-003	 4.0831e-004	 1.2099e-008	 4.7917e-004	 9.0788e-005	 1.8735e-004	 4.7417e-003	 1.5930e-003	 1.0101e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.2422e-020	 1.1166e-003	 2.3254e-005	 1.1751e-005	
          31	    -3.02069	        1825	     6.94707	     13.7223	 1.0102e-005	 1.8008e-018	 5.6630e-012	 7.0444e-003	 3.0984e-011	 4.7858e-004	 9.0798e-005	 5.0285e-012	 1.3942e-011	 4.3298e-012	 1.0102e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.2625e-004	 1.3039e-003	 4.7649e-003	 1.6048e-003	
          32	    -3.12138	        1825	     6.94804	     13.7208	 1.0105e-005	 1.8057e-018	 5.6553e-012	 7.0507e-003	 1.0728e-011	 4.7751e-004	 9.0814e-005	 2.1386e-012	 5.9301e-012	 1.8418e-012	 1.0105e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.2734e-004	 1.3039e-003	 4.7649e-003	 1.6048e-003	
          33	    -3.22207	        1825	     6.94931	      13.719	 1.0106e-005	 1.8110e-018	 5.6425e-012	 7.0578e-003	 1.5719e-012	 4.7604e-004	 9.0830e-005	 8.3094e-013	 2.3045e-012	 7.1587e-013	 1.0106e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.2816e-004	 1.3039e-003	 4.7648e-003	 1.6048e-003	
          34	    -3.32276	        1825	     6.95086	     13.7168	 1.0108e-005	 1.8169e-018	 5.6259e-012	 7.0659e-003	 5.5941e-013	 4.7423e-004	 9.0844e-005	 6.8454e-013	 1.8989e-012	 5.8997e-013	 1.0108e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.2843e-004	 1.3039e-003	 4.7647e-003	 1.6047e-003	
          35	    -3.42345	        1825	     6.95265	     13.7143	 1.0110e-005	 1.8234e-018	 5.6065e-012	 7.0749e-003	 4.4205e-013	 4.7217e-004	 9.0858e-005	 6.6546e-013	 1.8464e-012	 5.7379e-013	 1.0110e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.2859e-004	 1.3039e-003	 4.7646e-003	 1.6047e-003	
          36	    -3.52414	        1825	     10.5531	    -7.58279	 1.0112e-005	 0.0000e+000	 6.6643e-003	 4.2076e-004	 2.8865e-008	 4.6991e-004	 9.0878e-005	 1.8938e-004	 4.7418e-003	 1.5932e-003	 1.0113e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1891e-020	 1.1145e-003	 2.2734e-005	 1.1456e-005	
          37	    -3.62483	        1825	     10.5539	    -7.58384	 1.0114e-005	 0.0000e+000	 6.6722e-003	 4.2248e-004	 5.5597e-008	 4.6934e-004	 9.0892e-005	 1.8968e-004	 4.7418e-003	 1.5933e-003	 1.0114e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1820e-020	 1.1142e-003	 2.2664e-005	 1.1417e-005	
          38	    -3.72552	        1825	     6.95646	     13.7059	 1.0115e-005	 1.8634e-018	 5.6144e-012	 7.1033e-003	 8.5403e-008	 4.7008e-004	 9.0898e-005	 1.2081e-008	 3.3528e-008	 1.0428e-008	 1.0115e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.2654e-004	 1.3038e-003	 4.7642e-003	 1.6046e-003	
          39	    -3.82621	        1825	     6.95705	     13.7032	 1.0116e-005	 1.8813e-018	 5.6376e-012	 7.1120e-003	 9.8334e-008	 4.7085e-004	 9.0911e-005	 1.3904e-008	 3.8586e-008	 1.2005e-008	 1.0116e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.2036e-004	 1.3038e-003	 4.7641e-003	 1.6045e-003	
          40	     -3.9269	        1825	      6.9576	     13.7008	 1.0118e-005	 1.8971e-018	 5.6576e-012	 7.1198e-003	 9.0486e-008	 4.7158e-004	 9.0924e-005	 1.2800e-008	 3.5518e-008	 1.1054e-008	 1.0118e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.2385e-004	 1.3037e-003	 4.7639e-003	 1.6045e-003	
          41	    -4.02759	        1825	     10.5549	    -7.58489	 1.0120e-005	 0.0000e+000	 6.7015e-003	 4.2528e-004	 4.6076e-008	 4.7226e-004	 9.0943e-005	 1.9027e-004	 4.7412e-003	 1.5931e-003	 1.0120e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 1.1712e-020	 1.1134e-003	 2.2550e-005	 1.1350e-005	
          42	    -4.12828	        1825	     7.56569	     3.71766	 1.0120e-005	 6.9718e-037	 1.0584e-003	 6.0724e-003	 3.2240e-010	 4.7110e-004	 9.0950e-005	 9.5297e-005	 2.6471e-004	 1.0589e-004	 1.0120e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          43	    -4.22897	        1825	     7.56519	     3.72035	 1.0122e-005	 7.0695e-037	 1.0561e-003	 6.0775e-003	 0.0000e+000	 4.6983e-004	 9.0963e-005	 9.5295e-005	 2.6471e-004	 1.0588e-004	 1.0122e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          44	    -4.32966	        1825	     7.60126	     3.62916	 1.0123e-005	 5.0347e-037	 1.0294e-003	 6.1054e-003	 0.0000e+000	 4.6850e-004	 9.0976e-005	 8.7961e-005	 2.4434e-004	 9.7736e-005	 1.0123e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          45	    -4.43035	        1825	     7.53317	     3.81537	 1.0125e-005	 1.0376e-036	 1.0491e-003	 6.0864e-003	 0.0000e+000	 4.6729e-004	 9.0997e-005	 9.9476e-005	 2.7632e-004	 1.1053e-004	 1.0125e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          46	    -4.53103	        1825	     7.52591	     3.84198	 1.0126e-005	 1.1661e-036	 1.0364e-003	 6.0981e-003	 0.0000e+000	 4.6615e-004	 9.1010e-005	 9.9470e-005	 2.7631e-004	 1.1052e-004	 1.0126e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          47	    -4.63172	        1825	     7.51826	     3.86991	 1.0127e-005	 1.3180e-036	 1.0233e-003	 6.1099e-003	 0.0000e+000	 4.6516e-004	 9.1023e-005	 9.9464e-005	 2.7629e-004	 1.1052e-004	 1.0127e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          48	    -4.73241	        1825	     7.51093	     3.89672	 1.0128e-005	 1.4824e-036	 1.0107e-003	 6.1211e-003	 0.0000e+000	 4.6433e-004	 9.1037e-005	 9.9458e-005	 2.7627e-004	 1.1051e-004	 1.0128e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          49	     -4.8331	        1825	     7.50443	     3.92061	 1.0128e-005	 1.6464e-036	 9.9953e-004	 6.1310e-003	 0.0000e+000	 4.6362e-004	 9.1050e-005	 9.9452e-005	 2.7626e-004	 1.1050e-004	 1.0128e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          50	    -4.93379	        1825	     7.49907	     3.94036	 1.0129e-005	 1.7961e-036	 9.9017e-004	 6.1396e-003	 0.0000e+000	 4.6301e-004	 9.1064e-005	 9.9446e-005	 2.7624e-004	 1.1050e-004	 1.0129e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          51	    -5.03448	        1825	     7.49505	     3.95536	 1.0130e-005	 1.9195e-036	 9.8294e-004	 6.1467e-003	 0.0000e+000	 4.6244e-004	 9.1078e-005	 9.9440e-005	 2.7622e-004	 1.1049e-004	 1.0130e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          52	    -5.13517	        1825	      7.4924	     3.96542	 1.0130e-005	 2.0081e-036	 9.7787e-004	 6.1524e-003	 0.0000e+000	 4.6188e-004	 9.1093e-005	 9.9434e-005	 2.7621e-004	 1.1048e-004	 1.0130e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          53	    -5.23586	        1825	      7.4911	     3.97069	 1.0131e-005	 2.0575e-036	 9.7491e-004	 6.1567e-003	 0.0000e+000	 4.6130e-004	 9.1107e-005	 9.9428e-005	 2.7619e-004	 1.1048e-004	 1.0131e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          54	    -5.33655	        1825	     7.49105	     3.97148	 1.0131e-005	 2.0678e-036	 9.7388e-004	 6.1598e-003	 0.0000e+000	 4.6068e-004	 9.1122e-005	 9.9422e-005	 2.7617e-004	 1.1047e-004	 1.0131e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          55	    -5.43724	        1825	     7.49213	     3.96827	 1.0131e-005	 2.0424e-036	 9.7458e-004	 6.1619e-003	 0.0000e+000	 4.6001e-004	 9.1137e-005	 9.9416e-005	 2.7616e-004	 1.1046e-004	 1.0131e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          56	    -5.53793	        1825	     7.67257	     3.49365	 1.0131e-005	 3.2852e-037	 8.8923e-004	 6.2507e-003	 0.0000e+000	 4.5926e-004	 9.1152e-005	 6.6273e-005	 1.8409e-004	 7.3638e-005	 1.0131e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          57	    -5.63862	        1825	     7.51637	      3.9019	 1.0129e-005	 1.5818e-036	 9.7024e-004	 6.1728e-003	 0.0000e+000	 4.5840e-004	 9.1156e-005	 9.5609e-005	 2.6558e-004	 1.0623e-004	 1.0129e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          58	    -5.73931	        1825	     7.52002	     3.88956	 1.0129e-005	 1.5022e-036	 9.7470e-004	 6.1728e-003	 0.0000e+000	 4.5753e-004	 9.1170e-005	 9.5604e-005	 2.6557e-004	 1.0623e-004	 1.0129e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          59	       -5.84	        1825	     7.52426	     3.87514	 1.0128e-005	 1.4140e-036	 9.7999e-004	 6.1723e-003	 0.0000e+000	 4.5660e-004	 9.1185e-005	 9.5600e-005	 2.6556e-004	 1.0622e-004	 1.0128e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          60	    -5.94069	        1825	     7.52906	     3.85879	 1.0127e-005	 1.3200e-036	 9.8605e-004	 6.1714e-003	 0.0000e+000	 4.5562e-004	 9.1200e-005	 9.5596e-005	 2.6554e-004	 1.0622e-004	 1.0127e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          61	    -6.04138	        1825	     7.53439	     3.84059	 1.0126e-005	 1.2227e-036	 9.9283e-004	 6.1702e-003	 0.0000e+000	 4.5458e-004	 9.1215e-005	 9.5591e-005	 2.6553e-004	 1.0621e-004	 1.0126e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
