        soln	      dist_x	        time	          pH	          pe	        C(4)	        N(3)	       Fe(2)	       Fe(3)	       Mn(2)	        S(6)	           P	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
          97	    -9.66621	         365	     9.31814	     -2.4827	 1.4639e-005	 0.0000e+000	 4.5978e-003	 4.7249e-003	 7.6730e-005	 6.9026e-004	 1.0876e-004	 1.1576e-004	 3.2157e-004	 1.2863e-004	 1.4639e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          98	     -9.7669	         365	     9.40927	     -2.8282	 1.4555e-005	 0.0000e+000	 4.7694e-003	 4.4805e-003	 7.8340e-005	 6.9698e-004	 1.0742e-004	 1.1576e-004	 3.2155e-004	 1.2862e-004	 1.4555e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          99	    -9.86759	         365	     9.50356	    -3.18528	 1.4462e-005	 0.0000e+000	 4.9424e-003	 4.2311e-003	 7.9895e-005	 7.0352e-004	 1.0602e-004	 1.1575e-004	 3.2154e-004	 1.2861e-004	 1.4462e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         100	    -9.96828	         365	     9.60116	    -3.55385	 1.4361e-005	 0.0000e+000	 5.1168e-003	 3.9770e-003	 8.1394e-005	 7.0985e-004	 1.0458e-004	 1.1575e-004	 3.2152e-004	 1.2861e-004	 1.4361e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         101	     -10.069	         365	     9.70248	    -3.93476	 1.4251e-005	 0.0000e+000	 5.2924e-003	 3.7185e-003	 8.2837e-005	 7.1596e-004	 1.0309e-004	 1.1574e-004	 3.2150e-004	 1.2860e-004	 1.4251e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         102	    -10.1697	         365	     9.80827	    -4.32991	 1.4130e-005	 0.0000e+000	 5.4690e-003	 3.4558e-003	 8.4223e-005	 7.2183e-004	 1.0155e-004	 1.1574e-004	 3.2149e-004	 1.2860e-004	 1.4130e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         103	    -10.2703	         365	     10.0271	    -5.07945	 1.4000e-005	 0.0000e+000	 5.5949e-003	 3.2413e-003	 8.5555e-005	 7.2744e-004	 9.9965e-005	 9.6133e-005	 2.6704e-004	 1.0681e-004	 1.4000e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         104	     -10.371	         365	     10.1552	    -5.53944	 1.3857e-005	 0.0000e+000	 5.7706e-003	 2.9745e-003	 8.6797e-005	 7.3259e-004	 9.8353e-005	 9.6132e-005	 2.6703e-004	 1.0681e-004	 1.3857e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         105	    -10.4717	         365	     10.2933	    -6.02942	 1.3703e-005	 0.0000e+000	 5.9442e-003	 2.7083e-003	 8.7950e-005	 7.3725e-004	 9.6718e-005	 9.6131e-005	 2.6703e-004	 1.0681e-004	 1.3703e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         106	    -10.5724	         365	     10.4422	    -6.55149	 1.3534e-005	 0.0000e+000	 6.1154e-003	 2.4429e-003	 8.9014e-005	 7.4139e-004	 9.5063e-005	 9.6129e-005	 2.6703e-004	 1.0681e-004	 1.3534e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         107	    -10.6731	         365	     10.5985	    -7.09647	 1.3352e-005	 0.0000e+000	 6.2843e-003	 2.1789e-003	 8.9988e-005	 7.4498e-004	 9.3390e-005	 9.6128e-005	 2.6702e-004	 1.0681e-004	 1.3352e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         108	    -10.7738	         365	     10.7416	    -7.59881	 1.3153e-005	 0.0000e+000	 6.4375e-003	 1.9297e-003	 9.0872e-005	 7.4838e-004	 9.1703e-005	 9.6126e-005	 2.6702e-004	 1.0681e-004	 1.3153e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         109	    -10.8745	         365	     10.7675	    -7.70039	 1.2938e-005	 0.0000e+000	 6.4438e-003	 1.8268e-003	 9.1665e-005	 7.4690e-004	 9.0003e-005	 9.6125e-005	 2.6701e-004	 1.0681e-004	 1.2938e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         110	    -10.9752	         365	     10.7716	    -7.72443	 1.2704e-005	 0.0000e+000	 6.4117e-003	 1.7622e-003	 9.2366e-005	 7.3841e-004	 8.8294e-005	 9.6123e-005	 2.6701e-004	 1.0680e-004	 1.2705e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         111	    -11.0759	         365	      10.773	    -7.73676	 1.2451e-005	 0.0000e+000	 6.3666e-003	 1.7107e-003	 9.2973e-005	 7.2375e-004	 8.6579e-005	 9.6122e-005	 2.6701e-004	 1.0680e-004	 1.2451e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         112	    -11.1765	         365	     10.7739	     -7.7453	 1.2178e-005	 0.0000e+000	 6.3129e-003	 1.6684e-003	 9.3484e-005	 7.0366e-004	 8.4860e-005	 9.6121e-005	 2.6700e-004	 1.0680e-004	 1.2178e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         113	    -11.2772	         365	      10.775	    -7.75251	 1.1881e-005	 0.0000e+000	 6.2527e-003	 1.6333e-003	 9.3898e-005	 6.7878e-004	 8.3136e-005	 9.6119e-005	 2.6700e-004	 1.0680e-004	 1.1881e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         114	    -11.3779	         365	     10.7765	    -7.75945	 1.1559e-005	 0.0000e+000	 6.1875e-003	 1.6045e-003	 9.4212e-005	 6.4978e-004	 8.1410e-005	 9.6117e-005	 2.6699e-004	 1.0680e-004	 1.1559e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         115	    -11.4786	         365	     10.7785	    -7.76666	 1.1212e-005	 0.0000e+000	 6.1187e-003	 1.5808e-003	 9.4422e-005	 6.1722e-004	 7.9682e-005	 9.6116e-005	 2.6699e-004	 1.0680e-004	 1.1212e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         116	    -11.5793	         365	     10.7812	    -7.77449	 1.0836e-005	 0.0000e+000	 6.0474e-003	 1.5617e-003	 9.4524e-005	 5.8161e-004	 7.7954e-005	 9.6114e-005	 2.6698e-004	 1.0679e-004	 1.0836e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         117	      -11.68	         365	     10.7844	    -7.78317	 1.0429e-005	 0.0000e+000	 5.9747e-003	 1.5462e-003	 9.4512e-005	 5.4342e-004	 7.6223e-005	 9.6113e-005	 2.6698e-004	 1.0679e-004	 1.0429e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         118	    -11.7807	         365	     10.7841	    -7.78725	 9.9902e-006	 0.0000e+000	 5.9214e-003	 1.5142e-003	 9.4381e-005	 5.0308e-004	 7.4490e-005	 9.7996e-005	 2.7221e-004	 1.0888e-004	 9.9902e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         119	    -11.8814	         365	     10.7886	    -7.79825	 9.5163e-006	 0.0000e+000	 5.8490e-003	 1.5045e-003	 9.4123e-005	 4.6100e-004	 7.2752e-005	 9.7994e-005	 2.7221e-004	 1.0888e-004	 9.5163e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         120	    -11.9821	         365	     10.7938	    -7.81072	 9.0050e-006	 0.0000e+000	 5.7782e-003	 1.4967e-003	 9.3728e-005	 4.1760e-004	 7.1007e-005	 9.7992e-005	 2.7220e-004	 1.0888e-004	 9.0050e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         121	    -12.0828	         365	     10.7997	    -7.82491	 8.4537e-006	 0.0000e+000	 5.7104e-003	 1.4902e-003	 9.3186e-005	 3.7330e-004	 6.9251e-005	 9.7991e-005	 2.7220e-004	 1.0888e-004	 8.4538e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         122	    -12.1834	         365	     10.8062	    -7.84103	 7.8604e-006	 0.0000e+000	 5.6467e-003	 1.4841e-003	 9.2487e-005	 3.2859e-004	 6.7482e-005	 9.7989e-005	 2.7219e-004	 1.0888e-004	 7.8604e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         123	    -12.2841	         365	     10.8134	    -7.85939	 7.2210e-006	 0.0000e+000	 5.5883e-003	 1.4778e-003	 9.1614e-005	 2.8385e-004	 6.5691e-005	 9.7987e-005	 2.7219e-004	 1.0887e-004	 7.2210e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         124	    -12.3848	         365	     10.8213	    -7.88028	 6.5329e-006	 0.0000e+000	 5.5366e-003	 1.4704e-003	 9.0551e-005	 2.3964e-004	 6.3874e-005	 9.7985e-005	 2.7218e-004	 1.0887e-004	 6.5330e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         125	    -12.4855	         365	     10.8299	    -7.90408	 5.7931e-006	 0.0000e+000	 5.4934e-003	 1.4608e-003	 8.9281e-005	 1.9654e-004	 6.2024e-005	 9.7983e-005	 2.7218e-004	 1.0887e-004	 5.7932e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         126	    -12.5862	         365	     10.8392	     -7.9313	 4.9982e-006	 0.0000e+000	 5.4604e-003	 1.4478e-003	 8.7781e-005	 1.5518e-004	 6.0131e-005	 9.7982e-005	 2.7217e-004	 1.0887e-004	 4.9983e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         127	    -12.6869	         365	     10.8494	    -7.96286	 4.1446e-006	 0.0000e+000	 5.4395e-003	 1.4301e-003	 8.6029e-005	 1.1624e-004	 5.8187e-005	 9.7980e-005	 2.7217e-004	 1.0887e-004	 4.1447e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         128	    -12.7876	         365	     10.8609	     -8.0005	 3.2290e-006	 0.0000e+000	 5.4334e-003	 1.4059e-003	 8.3997e-005	 8.0478e-005	 5.6181e-005	 9.7978e-005	 2.7216e-004	 1.0886e-004	 3.2291e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         129	    -12.8883	         365	     10.8745	    -8.04832	 2.2486e-006	 0.0000e+000	 5.4453e-003	 1.3725e-003	 8.1654e-005	 4.8678e-005	 5.4101e-005	 9.7976e-005	 2.7216e-004	 1.0886e-004	 2.2488e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         130	     -12.989	         365	     10.8939	    -8.11976	 1.2015e-006	 0.0000e+000	 5.4822e-003	 1.3238e-003	 7.8969e-005	 2.1620e-005	 5.1934e-005	 9.7974e-005	 2.7215e-004	 1.0886e-004	 1.2017e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         131	    -13.0897	         365	      11.493	    -11.2221	 5.7661e-020	 0.0000e+000	 6.7149e-003	 8.9965e-005	 7.5903e-005	 5.4259e-025	 4.9664e-005	 9.7972e-005	 2.7214e-004	 1.0886e-004	 1.3477e-004	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         132	    -13.1903	         365	     11.5014	    -11.5396	 4.4490e-023	 0.0000e+000	 6.7684e-003	 4.6658e-005	 7.2418e-005	 9.4775e-028	 4.7278e-005	 1.0118e-004	 2.8105e-004	 1.1242e-004	 3.0083e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         133	     -13.291	         365	      11.526	    -11.6424	 5.5789e-024	 0.0000e+000	 6.7935e-003	 4.3851e-005	 6.8468e-005	 2.4525e-028	 4.4752e-005	 9.5340e-005	 2.6483e-004	 1.0593e-004	 1.4762e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         134	    -13.3917	         365	     11.5312	    -11.7078	 1.4274e-024	 0.0000e+000	 6.8333e-003	 3.9343e-005	 6.4006e-005	 7.8702e-029	 4.2069e-005	 9.5341e-005	 2.6484e-004	 1.0593e-004	 1.1336e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         135	    -13.4924	         365	     11.5371	    -11.7638	 4.3944e-025	 0.0000e+000	 6.8859e-003	 3.6279e-005	 5.8978e-005	 3.2881e-029	 3.9208e-005	 9.5342e-005	 2.6484e-004	 1.0594e-004	 8.6910e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         136	    -13.5931	         365	     11.5439	    -11.8144	 1.6344e-025	 0.0000e+000	 6.9528e-003	 3.4166e-005	 5.3324e-005	 1.6212e-029	 3.6147e-005	 9.5343e-005	 2.6484e-004	 1.0594e-004	 7.1302e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         137	    -13.6938	         365	     11.5518	    -11.8615	 7.1852e-026	 0.0000e+000	 7.0356e-003	 3.2741e-005	 4.6978e-005	 8.9662e-030	 3.2861e-005	 9.5343e-005	 2.6484e-004	 1.0594e-004	 6.3447e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         138	    -13.7945	         365	     11.5614	    -11.9075	 3.5413e-026	 0.0000e+000	 7.1356e-003	 3.1898e-005	 3.9869e-005	 5.1007e-030	 2.9324e-005	 9.5344e-005	 2.6484e-004	 1.0594e-004	 5.9768e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         139	    -13.8952	         365	     11.5728	    -11.9533	 1.9726e-026	 0.0000e+000	 7.2543e-003	 3.1582e-005	 3.1916e-005	 2.9188e-030	 2.5507e-005	 9.5344e-005	 2.6485e-004	 1.0594e-004	 6.0858e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         140	    -13.9959	         365	     11.5857	    -11.9985	 9.2764e-027	 0.0000e+000	 7.3929e-003	 3.1690e-005	 2.3036e-005	 1.7568e-030	 2.1382e-005	 9.5345e-005	 2.6485e-004	 1.0594e-004	 5.0252e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         141	    -14.0965	         365	     11.6001	    -12.0437	 5.1314e-027	 0.0000e+000	 7.5522e-003	 3.2229e-005	 1.3144e-005	 1.0862e-030	 1.6921e-005	 9.5345e-005	 2.6485e-004	 1.0594e-004	 4.7095e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         142	    -14.1972	         365	     11.6163	    -12.0895	 3.1652e-027	 0.0000e+000	 7.7329e-003	 3.3233e-005	 2.1202e-006	 6.6049e-031	 1.2079e-005	 9.5345e-005	 2.6485e-004	 1.0594e-004	 4.7940e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         143	    -14.2979	         365	     11.6344	    -12.1362	 1.7402e-027	 0.0000e+000	 7.9339e-003	 3.4711e-005	 0.0000e+000	 4.2072e-031	 6.8254e-006	 9.5346e-005	 2.6485e-004	 1.0594e-004	 4.1476e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         144	    -14.3986	         365	      11.652	    -12.1803	 8.5885e-028	 0.0000e+000	 8.1537e-003	 3.6341e-005	 0.0000e+000	 3.1449e-031	 1.1130e-006	 9.5346e-005	 2.6485e-004	 1.0594e-004	 3.0960e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         145	    -14.4993	         365	     11.6702	    -12.2247	 6.4524e-028	 0.0000e+000	 8.3932e-003	 3.8244e-005	 0.0000e+000	 2.2354e-031	 0.0000e+000	 9.5346e-005	 2.6485e-004	 1.0594e-004	 3.4858e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         146	       -14.6	         365	     11.6983	    -12.2821	 5.6808e-028	 0.0000e+000	 8.6993e-003	 4.2431e-005	 0.0000e+000	 8.6427e-032	 0.0000e+000	 9.5346e-005	 2.6485e-004	 1.0594e-004	 4.6630e-006	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	


           1	           0	         730	     10.6394	    -7.68266	 1.0349e-005	 0.0000e+000	 6.3614e-003	 6.3259e-004	 1.1613e-004	 4.0716e-004	 9.1542e-005	 2.3613e-004	 4.1374e-003	 1.3942e-003	 1.0350e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.7104e-021	 9.0242e-004	 1.1330e-005	 5.4683e-006	
           2	    -0.10069	         730	     10.6418	    -7.68603	 1.0374e-005	 0.0000e+000	 6.3706e-003	 6.4067e-004	 1.0999e-004	 4.0070e-004	 9.1648e-005	 2.3599e-004	 4.1376e-003	 1.3942e-003	 1.0374e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.6756e-021	 9.0263e-004	 1.1299e-005	 5.4466e-006	
           3	   -0.201379	         730	     10.6441	    -7.68937	 1.0396e-005	 0.0000e+000	 6.3794e-003	 6.4845e-004	 1.0314e-004	 3.9379e-004	 9.1729e-005	 2.3564e-004	 4.1377e-003	 1.3943e-003	 1.0396e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 4.6501e-021	 9.0305e-004	 1.1282e-005	 5.4319e-006	
           4	   -0.302069	         730	     10.5779	    -7.61807	 1.0429e-005	 0.0000e+000	 6.5782e-003	 4.7533e-004	 9.5695e-005	 3.8669e-004	 9.1911e-005	 2.2111e-004	 4.6159e-003	 1.5545e-003	 1.0429e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 8.9498e-021	 1.0505e-003	 1.7262e-005	 8.5730e-006	
           5	   -0.402759	         730	     10.6005	    -7.64558	 1.0453e-005	 0.0000e+000	 6.5519e-003	 5.2111e-004	 8.7155e-005	 3.7993e-004	 9.1999e-005	 2.2257e-004	 4.5991e-003	 1.5480e-003	 1.0453e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 7.4697e-021	 1.0427e-003	 1.6333e-005	 8.0402e-006	
           6	   -0.503448	         730	      10.603	    -7.64904	 1.0480e-005	 0.0000e+000	 6.5675e-003	 5.2852e-004	 7.7751e-005	 3.7380e-004	 9.2119e-005	 2.2188e-004	 4.5991e-003	 1.5480e-003	 1.0480e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 7.4446e-021	 1.0434e-003	 1.6331e-005	 8.0300e-006	
           7	   -0.604138	         730	     10.6053	    -7.65226	 1.0508e-005	 0.0000e+000	 6.5848e-003	 5.3579e-004	 6.7549e-005	 3.6807e-004	 9.2241e-005	 2.2100e-004	 4.5991e-003	 1.5481e-003	 1.0508e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 7.4370e-021	 1.0443e-003	 1.6352e-005	 8.0314e-006	
           8	   -0.704828	         730	      10.601	    -7.64738	 1.0537e-005	 0.0000e+000	 6.6163e-003	 5.3090e-004	 5.6601e-005	 3.6276e-004	 9.2376e-005	 2.1970e-004	 4.5899e-003	 1.5455e-003	 1.0537e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 7.8629e-021	 1.0439e-003	 1.6531e-005	 8.1310e-006	
           9	   -0.805517	         730	      6.8714	     12.1063	 1.0566e-005	 1.0965e-013	 3.6567e-010	 7.1739e-003	 4.4935e-005	 3.5962e-004	 9.2499e-005	 6.0057e-006	 1.6422e-005	 4.9993e-006	 1.0566e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 3.8246e-005	 1.2577e-003	 4.5901e-003	 1.5487e-003	
          10	   -0.906207	         730	     6.86827	     12.1999	 1.0596e-005	 8.2073e-014	 3.0093e-010	 7.2033e-003	 3.1905e-005	 3.5453e-004	 9.2633e-005	 4.3107e-006	 1.1797e-005	 3.5848e-006	 1.0596e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.5430e-005	 1.2595e-003	 4.5949e-003	 1.5502e-003	
          11	     -1.0069	         730	     6.88328	     13.6373	 1.0627e-005	 9.2697e-017	 1.0120e-011	 7.2346e-003	 1.7420e-005	 3.4892e-004	 9.2769e-005	 2.3865e-006	 6.5549e-006	 1.9928e-006	 1.0627e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 8.8220e-005	 1.2615e-003	 4.6004e-003	 1.5519e-003	
          12	    -1.10759	         730	     6.93717	     13.7278	 1.0659e-005	 3.5370e-017	 6.0453e-012	 7.2679e-003	 6.5173e-011	 3.4294e-004	 9.2908e-005	 1.0267e-011	 2.8489e-011	 8.7251e-012	 1.0659e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.7750e-004	 1.2639e-003	 4.6070e-003	 1.5540e-003	
          13	    -1.20828	         730	     6.95487	     13.7319	 1.0691e-005	 2.2257e-017	 5.4153e-012	 7.2855e-003	 2.7393e-011	 3.3633e-004	 9.3050e-005	 4.6234e-012	 1.2866e-011	 3.9507e-012	 1.0691e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 5.7972e-004	 1.2640e-003	 4.6072e-003	 1.5540e-003	
          14	    -1.30897	         730	     10.6152	    -7.66776	 1.0725e-005	 0.0000e+000	 6.7279e-003	 5.7685e-004	 3.9817e-007	 3.2803e-004	 9.3202e-005	 2.1560e-004	 4.5908e-003	 1.5460e-003	 1.0725e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 7.7625e-021	 1.0485e-003	 1.6559e-005	 8.0860e-006	
